Item ID,Sentiment,SentimentText,Cleaned_Text,Keywords,Category,Department
913,5,"@RailMinIndia sir, can I board the Rajdhani express on wait listed tatkal ticket ?",sir board rajdhani express wait listed tatkal ticket,"sir, tatkal, ticket",Ticketing Issues,Ticketing & Reservations
362,5,@sureshpprabhu @RailMinIndia so get Aadhar no of passengers travelling you get all details automatically. Mobile nos send ticket details it,get aadhar passenger travelling get detail automatically mobile no send ticket detail,ticket,Overcrowding,Operations & Scheduling
370,5,@RailMinIndia travelling in 12955 frm Mum to kota. Sunshine vendor charging 25 Rs for ice cream of Rs 10. Evn after objecting no refund.,travelling frm mum kota sunshine vendor charging r ice cream r evn objecting refund,,Ticketing Issues,Ticketing & Reservations
915,5,@RailMinIndia Did receive refund for failed and canceled tickets on 22nd May. Transaction ids are 100000514877723 and 100000514877729,receive refund failed canceled ticket nd may transaction id,ticket,Ticketing Issues,Ticketing & Reservations
227,5,@sureshpprabhu @RailMinIndia how is dat possible sir?we hv to give 200/- extra to da agent to buy tickets.this is not fair. Plz help.,dat possible sirwe hv give extra da agent buy ticketsthis fair plz help,"help, plz",Ticketing Issues,Ticketing & Reservations
228,5,@RailMinIndia @WesternRly @drmadiwr @sureshpprabhu You still cannot get a seat unless you bribe TTE. Refer my complaint # W/WR/BCT/000132702,still get seat unless bribe tte refer complaint wwrbct,,Cleanliness Issues,Housekeeping Department
229,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd kinly help with irctc refund doing follow up with irctc since 24th May.,kinly help irctc refund follow irctc since th may,help,Ticketing Issues,Ticketing & Reservations
231,5,@RailMinIndia dear sir i have book a ticket and i cancelled but the refund is not given by u plz help,dear sir book ticket cancelled refund given u plz help,"help, plz, sir, ticket",Ticketing Issues,Ticketing & Reservations
234,5,@RailMinIndia dear sir if the railway cancel the train due to there work then why the railway is not paying refund,dear sir railway cancel train due work railway paying refund,"railway, sir, train",Ticketing Issues,Ticketing & Reservations
235,5,@RailMinIndia @Rajeshazra @drmlko25 @srdommb  kindly look into this,kindly look,,Cleanliness Issues,Housekeeping Department
237,5,@sureshpprabhu @RailMinIndia @PMOIndia I think buying 1st class ticket of mumbai local proves that we are bigger asshole as there is no diff,think buying st class ticket mumbai local prof bigger asshole diff,ticket,Ticketing Issues,Ticketing & Reservations
241,5,@RailMinIndia I booked tickets from IRCTC MOBILE APP the tickets are not booked but the payment is done Does We areâ¦ https://t.co/KplXE4MvOp,booked ticket irctc mobile app ticket booked payment done,ticket,Ticketing Issues,Ticketing & Reservations
1107,5,"@RailMinIndia PNR 6153093742,TATKAL tick of RS 2196 for distance 231 Km &amp; traveled without BED ROLL.Attendant non cooperative and arrogant",pnr tatkal tick r distance km amp traveled without bed rollattendant non cooperative arrogant,"amp, pnr, tatkal",Infrastructure Problems,Engineering & Maintenance
1108,5,@RailMinIndia @sureshpprabhu my train ticket is this. Train time is 02.30am from sadulpur jn to shriganganagar jn.. https://t.co/tvV6FtP9FC,train ticket train time sadulpur jn shriganganagar jn,"ticket, time, train",Ticketing Issues,Ticketing & Reservations
883,5,@RailMinIndia User id: macrohit Date of booking : 28-11-17,user id macrohit date booking,,Ticketing Issues,Ticketing & Reservations
376,5,@RailMinIndia My mother is a cancer patient but does not get confirm ticket https://t.co/gG1iO1XTaW,mother cancer patient get confirm ticket,ticket,Ticketing Issues,Ticketing & Reservations
377,5,"@sureshpprabhu @RailMinIndia u say service has got prompt.sample this,filed TDR on 13th feb 16,yet to get refund https://t.co/LUwYRX2Tfv",u say service got promptsample thisfiled tdr th feb yet get refund,,Ticketing Issues,Ticketing & Reservations
384,5,@sureshpprabhu Must check online tatkal ticket conspiracy #agentsfeed #publicbeingcheated #follpublic #govtloot @RailMinIndia @IRCTC_Ltd,must check online tatkal ticket conspiracy,"tatkal, ticket",Ticketing Issues,Ticketing & Reservations
899,5,@RailMinIndia After several mail and complain i didnt get refund for the cancelled ticker with PNR 6752845500 and 6653074754 after 3 week.,several mail complain didnt get refund cancelled ticker pnr week,pnr,Ticketing Issues,Ticketing & Reservations
903,5,@RailMinIndia @drmncrald @ed_eeg Pnr- 6305720206,pnr,pnr,Cleanliness Issues,Housekeeping Department
212,5,@RailMinIndia @sureshpprabhu you sud see how IRCTC functions at tatkal hours.people are suffering and are forced to pay 2k above to agents,sud see irctc function tatkal hourspeople suffering forced pay k agent,tatkal,Infrastructure Problems,Engineering & Maintenance
214,5,@sureshpprabhu @RailMinIndia I booked a ticket in Nizamuddin Eranakulam Duronto and PNR is 2647352639 and current status is CKWL2,booked ticket nizamuddin eranakulam duronto pnr current status ckwl,"pnr, ticket",Ticketing Issues,Ticketing & Reservations
221,5,@drmadiwr PNR No -2720271036,pnr,pnr,Cleanliness Issues,Housekeeping Department
222,5,"@RailMinIndia ,@sureshpprabhu Train no 11020  3rd A/C 80 tatkal ticket sold out in 1.3 second . trying since 8 June.no luck.",train rd ac tatkal ticket sold second trying since juneno luck,"ac, tatkal, ticket, train",Ticketing Issues,Ticketing & Reservations
223,5,@RailMinIndia sir can you please let me know who will be doing the name chañge I eticket.no one is responding here in my place.pl help,sir please let know name chage eticketno one responding placepl help,"help, please, sir",Ticketing Issues,Ticketing & Reservations
1124,5,@RailMinIndia Sir plz clarify if No Berth opted for a child passenger but half fare paid..Is the child entitled to meals like copassengers,sir plz clarify berth opted child passenger half fare paidis child entitled meal like copassengers,"plz, sir",Overcrowding,Operations & Scheduling
868,5,@sureshpprabhu @RailMinIndia At last got ticket from LKO. But How I travel from MB to LKO is a question. And you have to ans this.,last got ticket lko travel mb lko question an,ticket,Ticketing Issues,Ticketing & Reservations
875,5,"@RailMinIndia PNR 2114959413. 2A seats 3,4,5,6 .ticket printed as 2 LB 2 UB on tickets but in 2AC 5 and 6 are side seats. Is that possible?",pnr seat ticket printed lb ub ticket ac side seat possible,"ac, pnr, ticket",Ticketing Issues,Ticketing & Reservations
878,5,"@RailMinIndia Sir plz help to confirm my 1st ac ticket of pnr-2119063322.sir,its imp anyhow.plz help.if poss any lower ac seat.plz confirm.",sir plz help confirm st ac ticket pnrsirits imp anyhowplz helpif poss lower ac seatplz confirm,"ac, help, plz, sir, ticket",Ticketing Issues,Ticketing & Reservations
387,5,"@RailMinIndia can I use an unused ticket (today) of an express for fast passenger at 4PM,today ? Or I have to buy a new ticket?",use unused ticket today express fast passenger pmtoday buy new ticket,ticket,Overcrowding,Operations & Scheduling
390,5,@RailMinIndia  Booked a E-ticket on PNR NUMBER- 6153163290.BUT till now not receiveing the ticket message on my resistor phone number.,booked eticket pnr number till receiveing ticket message resistor phone number,"pnr, ticket",Ticketing Issues,Ticketing & Reservations
393,5,@sureshpprabhu @RailMinIndia irctc looting customers for non confirmed tickets by deducting 20% any even for non confirmed W/L tickets.,irctc looting customer non confirmed ticket deducting even non confirmed wl ticket,ticket,Infrastructure Problems,Engineering & Maintenance
399,5,@sureshpprabhu @RailMinIndia @IRCTC_Ltd Disappointed trying ticket for past one and half hours!! How do we travel?? https://t.co/WgYEbrYZSB,disappointed trying ticket past one half hour travel,ticket,Ticketing Issues,Ticketing & Reservations
401,5,"@RailMinIndia plz remove 'berth preference' in tatkal booking.we want tkt anyhw on any berth,so 'ur choice has not met'is jst time consuming",plz remove berth preference tatkal bookingwe want tkt anyhw berthso ur choice metis jst time consuming,"plz, tatkal, time",Ticketing Issues,Ticketing & Reservations
402,5,@RailMinIndia I've called to railway enquiry but I didn't receive any satisfactory answer..,ive called railway enquiry didnt receive satisfactory answer,railway,Cleanliness Issues,Housekeeping Department
1104,5,@sureshpprabhu @RailMinIndia I m from Kolkata but stuck in patna with my kids..not able to book tickets from tatkal quota even,kolkata stuck patna kidsnot able book ticket tatkal quota even,"tatkal, ticket",Ticketing Issues,Ticketing & Reservations
205,5,@drmhyb @niraj1712 @SBKULAL @drmgtl @srdom_sc @phanipeddapall1 @drmsecunderabad @riyaj_ali @KantuleSanjay @drmnedâ¦ https://t.co/ikYQ8CYcY0,,,Cleanliness Issues,Housekeeping Department
209,5,"@RailMinIndia Dear Sir,Ticket with PNR-2119096244 was booked after paying ?923 &amp; automatically  cancelled due to non-availability of berths",dear sirticket pnr booked paying amp automatically cancelled due nonavailability berth,"amp, pnr",Ticketing Issues,Ticketing & Reservations
1139,5,"@RailMinIndia hv bn tryin to buk tkts in tatkal quota,bt erytim witin 1mints all tkts usd to buk in any class.kndly prvnt unfair prctce.",hv bn tryin buk tkts tatkal quotabt erytim witin mint tkts usd buk classkndly prvnt unfair prctce,tatkal,Cleanliness Issues,Housekeeping Department
1142,5,@RailMinIndia This is just to bring into yur notice that bcoz of agents we r not able to book tatkal tkt from RANCHI POST OFFICE.,bring yur notice bcoz agent r able book tatkal tkt ranchi post office,tatkal,Ticketing Issues,Ticketing & Reservations
840,5,@sureshpprabhu @RailMinIndia I asked for BPT tickets but bilimora station Clark(hemantbhai)refused to give..Need hel https://t.co/xnxONRy3fC,asked bpt ticket bilimora station clarkhemantbhairefused giveneed hel,"station, ticket",Infrastructure Problems,Engineering & Maintenance
841,5,@TVC138 @drmbct @RailMinIndia @IR_EDMECHG @crsechgsrly @CCRBCT @srdmebct What do you mean by N/A,mean na,,Cleanliness Issues,Housekeeping Department
847,5,@sureshpprabhu @RailMinIndia Dunno y cancellation charges are levied on auto cancellation of tatkal w/l tkts...,dunno cancellation charge levied auto cancellation tatkal wl tkts,tatkal,Ticketing Issues,Ticketing & Reservations
856,5,@RailMinIndia @DRMJodhpurNWR  had booked tatkal ticket for today's train. W/l is 10. Chart prepared. What is the Refund procedure?,booked tatkal ticket today train wl chart prepared refund procedure,"tatkal, ticket, train",Ticketing Issues,Ticketing & Reservations
865,5,@sureshpprabhu @RailMinIndia ---total irctc website is down. unable to book tatkal. site is not reachable form last one hours,total irctc website unable book tatkal site reachable form last one hour,tatkal,Overcrowding,Operations & Scheduling
406,5,@RailMinIndia @sureshpprabhu  Irctc site does not show the side middle berth optn for puri-ypr garib rath &amp; in ticket it shows as side lower,irctc site show side middle berth optn puriypr garib rath amp ticket show side lower,"amp, ticket",Overcrowding,Operations & Scheduling
407,5,@RailMinIndia @sureshpprabhu I wonder how Tatkal ticket can be booked by any agent and not be general people..,wonder tatkal ticket booked agent general people,"tatkal, ticket",Ticketing Issues,Ticketing & Reservations
409,5,@RailMinIndia i was booking my tiket with irctc. Payment has been done but no tiket booked. Happened twice. No refunds till now from irctc.,booking tiket irctc payment done tiket booked happened twice refund till irctc,,Ticketing Issues,Ticketing & Reservations
414,5,@sureshpprabhu @RailMinIndia Sir train 19046 is overloaded wid wait listers &amp; current Ticketers due 2 that confirmed passengers r in problem,sir train overloaded wid wait lister amp current ticketers due confirmed passenger r problem,"amp, sir, train",Overcrowding,Operations & Scheduling
416,5,@RailMinIndia  A ticket with PNR 8465175527 was cancelled with id 100000083493884. but no refund received yet.,ticket pnr cancelled id refund received yet,"pnr, ticket",Ticketing Issues,Ticketing & Reservations
867,5,@Cleartrip If u want ticket print i can DM to u for PNR etc.?U can also check whether refund has been processed toâ¦ https://t.co/PKiywKLV2l,u want ticket print dm u pnr etcu also check whether refund processed,"pnr, ticket",Ticketing Issues,Ticketing & Reservations
1119,5,@RailMinIndia Sir today i have gone to Palam Ticket Counter and ask for 3 ticket on different date they told me 1 ticket is issued for one,sir today gone palam ticket counter ask ticket different date told ticket issued one,"sir, ticket",Ticketing Issues,Ticketing & Reservations
182,5,"@RailMinIndia change in name of E-Ticket passenger PNR No:4320260809 at Kurnool (KRNT),stating that 3 days required but rule is 24 hrs.",change name eticket passenger pnr kurnool krntstating day required rule hr,pnr,Overcrowding,Operations & Scheduling
190,5,@RailMinIndia  pathetic satitution in Viashali Ex B112554.commercial staff allows  general tkt passanger in coach after takeing bribe Urgent,pathetic satitution viashali ex bcommercial staff allows general tkt passanger coach takeing bribe urgent,coach,Staff Behavior & Service,HR & Training
191,5,@RailMinIndia @drm_apdj I am facing trouble to name change of My fathers ticket to my name as per rule in NCB &amp; COB https://t.co/c2B2oawTYE,facing trouble name change father ticket name per rule ncb amp cob,"amp, ticket",Ticketing Issues,Ticketing & Reservations
194,5,@RailMinIndia we are given best suggestions and solutions for Indian railway always confirmed rail tickets and connecting each other Indian,given best suggestion solution indian railway always confirmed rail ticket connecting indian,"railway, ticket",Ticketing Issues,Ticketing & Reservations
805,5,@RailMinIndia i did typo error for pnr 4840535080 as I typed Rajukmar instead of Rajkumar while booking a tatkal please advise what shd I do,typo error pnr typed rajukmar instead rajkumar booking tatkal please advise shd,"please, pnr, tatkal",Ticketing Issues,Ticketing & Reservations
815,5,@RailMinIndia @sureshpprabhu Mistake made by my staff by not taking platform ticket but no reciept given for fine paid in yesvantpur Blr.,mistake made staff taking platform ticket reciept given fine paid yesvantpur blr,ticket,Infrastructure Problems,Engineering & Maintenance
822,5, @PiyushGoyal If a person buys ticket online and if its not confirmed then why that ticket is not a vâ¦ https://t.co/fgalcVcM6C,person buy ticket online confirmed ticket v,ticket,Ticketing Issues,Ticketing & Reservations
827,5,@RailMinIndia  @IRCTC_Ltd no more common people can book ticket from patna to Bangalore  in tatkal when booking ticket 22 seat available,common people book ticket patna bangalore tatkal booking ticket seat available,"tatkal, ticket",Ticketing Issues,Ticketing & Reservations
429,5,@RailMinIndia My Rating over Coach Quality:Rank 1 : CR2 : WR3 : NR4 : NWR5 : SCR ( Sachkhand Exp rake very poor).,rating coach qualityrank cr wr nr nwr scr sachkhand exp rake poor,coach,Catering & Food Quality,Food & Catering Services
432,5,"@RailMinIndia Ghar me satyanarayan ka paath karvaya hai,shayad ab mujhe dilli ki ticket mil jae....",ghar satyanarayan ka paath karvaya haishayad ab mujhe dilli ki ticket mil jae,ticket,Ticketing Issues,Ticketing & Reservations
433,5,@IRCTC_Ltd @RailMinIndia @drmadiwr @PiyushGoyal @IRCTC_Ltd ajmer exp Some people sleeping in local coash senior citâ¦ https://t.co/uF5KUdQ0hU,ajmer exp people sleeping local coash senior cit,,Cleanliness Issues,Housekeeping Department
1131,5,@RailMinIndia...13134 coach no. B1.....20-30 people without ticket are in this coach....jbrdsti baith rhe...tt ki bt v nhi man rhe...,coach b people without ticket coachjbrdsti baith rhett ki bt v nhi man rhe,"coach, ticket",Ticketing Issues,Ticketing & Reservations
1134,5,"@RailMinIndia Dear sir, Brother is a cancer patient,have to go Patna( 12394,3A) on 12 june ,plz sir confirm the WL ticket PNR-286-5202662",dear sir brother cancer patienthave go patna june plz sir confirm wl ticket pnr,"plz, pnr, sir, ticket",Ticketing Issues,Ticketing & Reservations
195,5,@RailMinIndia thank u so much sir...my money has been refunded,thank u much sirmy money refunded,,Ticketing Issues,Ticketing & Reservations
198,5,@sureshpprabhu @RailMinIndia Ijust wanna tl.that please make a strong server for irctc site.many times while booking a ticket.server goes.,ijust wan na tlthat please make strong server irctc sitemany time booking ticketserver go,"please, time",Ticketing Issues,Ticketing & Reservations
203,5,"@RailMinIndia @sureshpprabhu Can't even log in at tatkal time...why don't you increase bogie in Howrah Jamalpur express,disappointed",cant even log tatkal timewhy dont increase bogie howrah jamalpur expressdisappointed,tatkal,Cleanliness Issues,Housekeeping Department
172,5,"@RailMinIndia @drmbct traveling with wife and 2 kids, can you help with berth allotment.. booked tickets",traveling wife kid help berth allotment booked ticket,"help, ticket",Ticketing Issues,Ticketing & Reservations
174,5,"@RailMinIndia @sureshpprabhu  sir, irctc site is completely down since 11 at the time of tatkal. Disappointed .",sir irctc site completely since time tatkal disappointed,"sir, tatkal, time",Overcrowding,Operations & Scheduling
1157,5,"@sureshpprabhu @RailMinIndia pnr - 8347395011 partly cancelled on 31st may no refund issued, complaint ticket raised IRCTC#3496001 on 6thJun",pnr partly cancelled st may refund issued complaint ticket raised irctc thjun,"pnr, ticket",Ticketing Issues,Ticketing & Reservations
1165,5,"@RailMinIndia  PNR-2646988021 I ws lkng fr lwr birth, but not alwd, wn brded lwr birth was empty, I trvld on lwr birth, why this happens",pnr w lkng fr lwr birth alwd wn brded lwr birth empty trvld lwr birth happens,pnr,Cleanliness Issues,Housekeeping Department
776,5,@RailMinIndia Sirohi Rajasthan railway counter hacked by unauthorized agent. Poor public facing problem. No governance.,sirohi rajasthan railway counter hacked unauthorized agent poor public facing problem governance,railway,Overcrowding,Operations & Scheduling
778,5,@sureshpprabhu @RailMinIndia  sir staff caught by ttr in yesvantpur Blr no platform ticket asking fine of Rs 650 is it right amount.,sir staff caught ttr yesvantpur blr platform ticket asking fine r right amount,"sir, ticket",Infrastructure Problems,Engineering & Maintenance
779,5,@sureshpprabhu @RailMinIndia IRctc website was better in Lalu's time for common man. plz allocate sometime for tatkal quota for common man,irctc website better lalus time common man plz allocate sometime tatkal quota common man,"plz, tatkal, time",Overcrowding,Operations & Scheduling
784,5,@RailMinIndia @sureshpprabhu trying to connect to IRCTC since 11.00 am for Tatkal but couldn't even login.,trying connect irctc since tatkal couldnt even login,tatkal,Cleanliness Issues,Housekeeping Department
791,5,@RailMinIndiaI booked tkt 90 days early in train num 12166.. I coudnt get confirm . Plzz sir help me My seat num is s6 /39,booked tkt day early train num coudnt get confirm plzz sir help seat num,"help, sir, train",Ticketing Issues,Ticketing & Reservations
798,5,"@RailMinIndia 2 Kids  age 7. The Seats allocated are in Coach no.  11, 8 and 2.  Please help to get seats in single coach",kid age seat allocated coach please help get seat single coach,"coach, help, please",Cleanliness Issues,Housekeeping Department
801,5,@drmncrald @abhineet_hit @RailMinIndia @PiyushGoyal @PMOIndia sorry for inconvenience.your complaint will attended at CNB/STN.,sorry inconvenienceyour complaint attended cnbstn,,Cleanliness Issues,Housekeeping Department
437,5,@sureshpprabhu @RailMinIndia  Appreciate the grt wrk. Pls look into the IRCT site also at Tatkal bkng hrs. Its s joke. #PrabhuKiRaftaar,appreciate grt wrk pls look irct site also tatkal bkng hr joke,tatkal,Overcrowding,Operations & Scheduling
440,5,@RailMinIndia  isn't tatkal booking is allowed at every station counter? unable to book at teghra station(TGA),isnt tatkal booking allowed every station counter unable book teghra stationtga,"station, tatkal",Infrastructure Problems,Engineering & Maintenance
442,5,@RailMinIndia will not be refunded?Please provide justification for deducted amount.........,refundedplease provide justification deducted amount,,Ticketing Issues,Ticketing & Reservations
1145,5,@yksharma1985 @RailMinIndia According to this PNR number 2138640781 your berth no. is RAC/S10/55 &amp; attended by on duty TTE,according pnr number berth racs amp attended duty tte,"amp, pnr",Cleanliness Issues,Housekeeping Department
1146,5,@RailMinIndia Sir please resolve my issue of refund of PNR no.2759103001 I have not received my refund after &gt;100 days Kindly look into this,sir please resolve issue refund pnr received refund gt day kindly look,"please, pnr, sir",Ticketing Issues,Ticketing & Reservations
1171,5,"@RailMinIndia @sureshpprabhu sir, i hv mistyped gender in tatkal ticket fr 2mrow. hw to crrct plz help.otrwise my monety will go in vain.",sir hv mistyped gender tatkal ticket fr mrow hw crrct plz helpotrwise monety go vain,"plz, sir, tatkal, ticket",Ticketing Issues,Ticketing & Reservations
1172,5,@RailMinIndia tryng to buk a ticket since 15 days for my old and ailing grndfather. agents askng 2k more for a sleeper ticket. what to do?,tryng buk ticket since day old ailing grndfather agent askng k sleeper ticket,ticket,Ticketing Issues,Ticketing & Reservations
1173,5,@RailMinIndia @DrmChennai @sureshpprabhu Booked bedsheets when ticket online bt. attendent not given.Trno.12269.Pnr.4740507848.S3/41&amp;44,booked bedsheets ticket online bt attendent giventrnopnrsamp,ticket,Ticketing Issues,Ticketing & Reservations
734,5,@RailMinIndia n ticket collecter full support but railway employs groupD is not allowed any coach in train n ticket collecter use some,n ticket collecter full support railway employ groupd allowed coach train n ticket collecter use,"coach, railway, ticket, train",Overcrowding,Operations & Scheduling
739,5,"@RailMinIndia having very bad experience by railway TTE in G3 OF 12984 SEAT 10 , TTE NOT EVEN RPLYD PRPRLY WEN ASKED ABT SEAT 4 LADIES",bad experience railway tte g seat tte even rplyd prprly wen asked abt seat lady,railway,Catering & Food Quality,Food & Catering Services
744,5,@sureshpprabhu @RailMinIndia There is huge rush for tatkal tickets and BEM stn ticket window asks for extra rupees for ticket. Pls intervene,huge rush tatkal ticket bem stn ticket window asks extra rupee ticket pls intervene,"tatkal, ticket",Overcrowding,Operations & Scheduling
746,5,@sureshpprabhu @RailMinIndia @drmdelhi Mission 5 min fail at DEC.PASSANGER not getting tickets in 5 min https://t.co/0GC9NW3uxB,mission min fail decpassanger getting ticket min,ticket,Ticketing Issues,Ticketing & Reservations
752,5,"@sureshpprabhu @RailMinIndia Bought 1st class ticket of western rly local train, board oldest train running on d li https://t.co/zAqO9Zm1KR",bought st class ticket western rly local train board oldest train running li,"ticket, train",Ticketing Issues,Ticketing & Reservations
766,5,@RailMinIndia complaint for non allocation of lower birth to senior citizens not responded. Mail sent on 22 May 2016 https://t.co/BbeuuElEGX,complaint non allocation lower birth senior citizen responded mail sent may,,Infrastructure Problems,Engineering & Maintenance
767,5,"@RailMinIndia Sir, I have examination in Kolkata on 12/06/16 conducted by WBPSC. My Ticket not confirmed PNR no- 2647308179. Pls help me.",sir examination kolkata conducted wbpsc ticket confirmed pnr pls help,"help, pnr, sir, ticket",Ticketing Issues,Ticketing & Reservations
769,5,@RailMinIndia @drmsdah @sureshpprabhu  plz stop this.they are carrying goods without tickets in Down Lalgola Memu nw https://t.co/FWhWFL3XlE,plz stop thisthey carrying good without ticket lalgola memu nw,"plz, ticket",Ticketing Issues,Ticketing & Reservations
774,5,"@sureshpprabhu @RailMinIndia sir,wt shall consumer do if IRCTC doesn;t take care of issue? thr telephone customer support is worst ever exp&gt;",sirwt shall consumer irctc doesnt take care issue thr telephone customer support worst ever expgt,,Cleanliness Issues,Housekeeping Department
775,5,"@RailMinIndia Sir,Tatkal tickets closed within few seconds.After one hour Agent will sales the ticket 600Rs extra from base rate.kindlyclose",sirtatkal ticket closed within secondsafter one hour agent sale ticket r extra base ratekindlyclose,ticket,Ticketing Issues,Ticketing & Reservations
165,5,@RailMinIndia current booking thr wr only 2 seat in ac2 so cant get confirmed..current booking wtng 1 in ac 2,current booking thr wr seat ac cant get confirmedcurrent booking wtng ac,ac,Ticketing Issues,Ticketing & Reservations
167,5,@RailMinIndia Even though we reach early and wait whole night outside post office for booking Tatkal Tkt we don't get it. But agents do.,even though reach early wait whole night outside post office booking tatkal tkt dont get agent,tatkal,Ticketing Issues,Ticketing & Reservations
170,5,@RailMinIndia COMPLAINT NO.ticket ID: [IRCTC #3513198] KO CHECK KARKE PLEASE RESOLVE MY PROBLEM..    SHANKER NARYANI MB.8960095188,complaint noticket id irctc ko check karke please resolve problem shanker naryani mb,please,Ticketing Issues,Ticketing & Reservations
1187,5,@RailMinIndia @sureshpprabhu sir we have booked tickets in mahanagri exp..but my mom is alone in s8 n we r in s3 ...pls help..,sir booked ticket mahanagri expbut mom alone n r pls help,"help, sir, ticket",Ticketing Issues,Ticketing & Reservations
1196,5,@sureshpprabhu @RailMinIndia cant able to book tatkal ticket from pnbe to hwh. But only unauthorized agent can book...need help,cant able book tatkal ticket pnbe hwh unauthorized agent bookneed help,"help, tatkal, ticket",Ticketing Issues,Ticketing & Reservations
1199,5,@RailMinIndia:awaiting refund for pnr 6447664244 frm 7 month.plz help.,awaiting refund pnr frm monthplz help,"help, pnr",Ticketing Issues,Ticketing & Reservations
1201,5,@sureshpprabhu @RailMinIndia PNR is 2544989573. Many Thanks beforehand !!,pnr many thanks beforehand,pnr,Cleanliness Issues,Housekeeping Department
132,5,"@RailMinIndia Now, refund of ?780 only will be credited to my account soon, where is balance amount of ?143?Why this much of amount will...",refund credited account soon balance amount much amount,,Ticketing Issues,Ticketing & Reservations
139,5,@RailMinIndia Unable to file TDR of my PNR NO - 8535014323 in last hour. Allowing wrong thing for TC,unable file tdr pnr last hour allowing wrong thing tc,pnr,Cleanliness Issues,Housekeeping Department
144,5,@sureshpprabhu trying to book a tatkal ticket from last 3 day but daily same problem exist. Please do some needful @RailMinIndia,trying book tatkal ticket last day daily problem exist please needful,"please, tatkal, ticket",Ticketing Issues,Ticketing & Reservations
721,5,"@RailMinIndia tried to book tatkal tkt. made d payment 10.02 am both days, but failed get a tkt. agent manage 2 get tkt. how ? smell a rat",tried book tatkal tkt made payment day failed get tkt agent manage get tkt smell rat,tatkal,Ticketing Issues,Ticketing & Reservations
723,5,@RailMinIndia Want to book ticket from ndls-NJP 12june Rajdh.Ex. but almost ticket has already been booked in Tatkal https://t.co/bzR1cjt3dE,want book ticket ndlsnjp june rajdhex almost ticket already booked tatkal,"tatkal, ticket",Ticketing Issues,Ticketing & Reservations
726,5,@RailMinIndia may take cue from global companies to train Travelling Ticket Examiner. https://t.co/0GDt3Yofsh,may take cue global company train travelling ticket examiner,"ticket, train",Ticketing Issues,Ticketing & Reservations
727,5,@RailMinIndia bcoz of agents we r nt able 2 book Tatkal Tkt from RANCHI HEAD POST OFFICE Look into this. They r doing black marketing of tkt,bcoz agent r nt able book tatkal tkt ranchi head post office look r black marketing tkt,tatkal,Ticketing Issues,Ticketing & Reservations
728,5,@RailMinIndiaDear sirPls make the online facility for general tickets throuch irctc like portals,sirpls make online facility general ticket throuch irctc like portal,ticket,Ticketing Issues,Ticketing & Reservations
732,5,@RailMinIndia i have booked my ticket online but didn't get any sms or mail confirmation about reservation. https://t.co/c4IC1jEHUF,booked ticket online didnt get sm mail confirmation reservation,ticket,Ticketing Issues,Ticketing & Reservations
733,5,@sureshpprabhu @RailMinIndia trying to book tatkal ticket from MFP to NDLS for last 1 week and have failed due to your poor website performa,trying book tatkal ticket mfp ndls last week failed due poor website performa,"tatkal, ticket",Ticketing Issues,Ticketing & Reservations
1168,5,"@RailMinIndia @sureshpprabhu @gmwcrailway travelling from BPL to CWA due to urgent reasons, had 1 confirmed 3-tier AC ticket...",travelling bpl cwa due urgent reason confirmed tier ac ticket,"ac, ticket",Ticketing Issues,Ticketing & Reservations
152,5,"@RailMinIndia No one is able to make TATKAL TICKETS except brokers at JPG station,take an immediate action now. railway staffs are with them",one able make tatkal ticket except broker jpg stationtake immediate action railway staff,"railway, tatkal, ticket",Infrastructure Problems,Engineering & Maintenance
1212,5,@RailMinIndia Please charge cancellation fee with a logical algorithm. 760 INR for cancelling a ticket within 15 minutes is outrageous!!,please charge cancellation fee logical algorithm inr cancelling ticket within minute outrageous,"please, ticket",Ticketing Issues,Ticketing & Reservations
1213,5,@DRMbhopal An aged lady has been alloted upper berth in 22911. PNR no. 8553362063. Kindly see if any modifications possible.,aged lady alloted upper berth pnr kindly see modification possible,pnr,Cleanliness Issues,Housekeeping Department
115,5,14316 TTE comes only after hapur stn when majority of ticketless passengers have deboarded. It's useless to buy ticâ¦ https://t.co/aNSeZwgOwT,tte come hapur stn majority ticketless passenger deboarded useless buy tic,,Overcrowding,Operations & Scheduling
121,5,"@RailMinIndia I'm Cancer Pt When I booked   tkt fr checkup with my brother as escort,they say no possiblities of tkt fr my daugh 6yr(1/2 tkt",im cancer pt booked tkt fr checkup brother escortthey say possiblities tkt fr daugh yr tkt,,Ticketing Issues,Ticketing & Reservations
127,5,"@IRCTC_Ltd @RailMinIndia @PiyushGoyalOffc If your clerk can give tickets than why he is not giving, why u advertisiâ¦ https://t.co/teieqXvILl",clerk give ticket giving u advertisi,ticket,Ticketing Issues,Ticketing & Reservations
128,5,"@RailMinIndia Sir i m ankit singh previous day i had booked a ticket in tatkal quota but i get wt list please help me, Pnr no 6453141801",sir ankit singh previous day booked ticket tatkal quota get wt list please help pnr,"help, please, pnr, sir, tatkal, ticket",Ticketing Issues,Ticketing & Reservations
1219,5,"@RailMinIndia  @IRCTC_Ltd  HV cancelled  tkt on May,27,2016 PNR 8647308131  Refund amount of Rs.3790 received today. Thank U.TDR payment ?",hv cancelled tkt may pnr refund amount r received today thank utdr payment,pnr,Ticketing Issues,Ticketing & Reservations
